NAME,PATH,DESCRIPTION
UserEventAgent,/usr/libexec/UserEventAgent,high-level system event handler
symptomsd,/usr/libexec/symptomsd,Symptom framework service daemon
installer-core,/usr/libexec/installer-core,helper for installer tool
applessdstatistics,/usr/libexec/applessdstatistics,no man page
kextd,/usr/libexec/kextd,kernel extension server
atrun,/usr/libexec/atrun,run jobs queued for later execution
colorsync.displayservices,/usr/libexec/colorsync.displayservices,ColorSync Display Services
wifivelocityd,/usr/libexec/wifivelocityd,launchd daemon for the WiFiVelocity framework
rpmuxd,/usr/libexec/rpmuxd,no man page
defragx,/usr/libexec/defragx,targeted userspace defragmenter daemon
warmd,/usr/libexec/warmd,general helper tool
watchdogd,/usr/libexec/watchdogd,watchdog daemon
kuncd,/usr/libexec/kuncd,The Kernel User Notification Center daemon
securityuploadd,/usr/libexec/securityuploadd,Keychain Metrics Uploader
emlog.pl,/usr/libexec/emlog.pl,no man page
locate.code,/usr/libexec/locate.code,sorted list compressor
unbound,/usr/libexec/unbound,Unbound DNS validating resolver 1.9.1 functions 
unbound,,Unbound DNS validating resolver 1.9.1 
unbound-anchor,,Unbound anchor utility 
unbound-checkconf,,Check unbound configuration file for errors 
unbound-control,,Unbound remote server control utility
unbound-control-setup,,Unbound remote server control utility 
unbound-host,,unbound DNS lookup utility 
unbound.conf,,Unbound configuration file 
unbound,,Unbound DNS validating resolver 1.5.1 
unbound.conf,,Unbound configuration file
mount_url,/usr/libexec/mount_url,mount a remote file system given a URL
silhouette,/usr/libexec/silhouette,Generate local search topics on the device
od_user_homes,/usr/libexec/od_user_homes,executable map program for auto_home records synthesized from user records
timed,/usr/libexec/timed,multimedia device handling library 
libavfilter,,multimedia filtering library 
libavformat,,multimedia muxing and demuxing library 
libavutil,,multimedia-biased utility library 
timed,,time synchronization daemon
autofsd,/usr/libexec/autofsd,daemon to update autofs mounts on network changes
assertiond,/usr/libexec/assertiond,no man page
slapconfig-keygen,/usr/libexec/slapconfig-keygen,no man page
secinitd,/usr/libexec/secinitd,The security policy initialization daemon
rtcreportingd,/usr/libexec/rtcreportingd,no man page
automountd,/usr/libexec/automountd,automount(8) and automountd(8) configuration file 
automountd,,automatic mount / unmount daemon for autofs
xscertd-helper,/usr/libexec/xscertd-helper,xscertd helper process
nlcd,/usr/libexec/nlcd,Network Link Conditioner daemon
efiupdater,/usr/libexec/efiupdater,no man page
ntalkd,/usr/libexec/ntalkd,remote user communication server
biometrickitd,/usr/libexec/biometrickitd,no man page
nfcd,/usr/libexec/nfcd,NearField daemon
dpd,/usr/libexec/dpd,LLDP daemon
netbootdisk,/usr/libexec/netbootdisk,find local drive to use with NetBoot
ssdupdater,/usr/libexec/ssdupdater,no man page
remotectl,/usr/libexec/remotectl,no man page
warmd_agent,/usr/libexec/warmd_agent,general helper tool
avconferenced,/usr/libexec/avconferenced,no man page
ioupsd,/usr/libexec/ioupsd,daemon to track UPS state
locate.updatedb,/usr/libexec/locate.updatedb,update locate database
getPPDVersion,/usr/libexec/getPPDVersion,no man page
